ID,Возраст,Доход клиента,Вероятность банкротства,Флаг утилизации счёта,Расходы,PV КК,PV услуги,NPV
13116,45,33619.660699534295,0.010338369931281323,0,9,0,0,-9
13117,49,27869.62676037006,0.06501004605001975,1,39,7930,1480,9371
13118,22,30938.236542676637,0.04417871939389988,1,431,8795,3815,12179
13119,69,25176.036675195224,0.02460523365596228,1,119,15061,4794,19736
13120,19,25993.75455644215,0.13825186305467044,1,631,5366,1784,6519
13121,57,42266.17040634976,0.03356498043103688,1,700,7082,1881,8263
13122,40,21631.303939353842,0.06615862444813608,1,161,10525,1671,12035
13123,43,21499.46880106222,0.1727672440064747,1,863,7084,1350,7571
13124,35,33482.80853480398,0.14777384410118521,1,270,5989,1700,7419
13125,40,21196.54106587911,0.17395166105047577,0,8,0,0,-8
13126,45,39791.7218433824,0.030425997293152585,1,601,11329,1515,12243
13127,42,21746.083828411287,0.01927653926652715,1,748,6460,1777,7489
13128,28,27225.291562372717,0.0015960984173162447,1,87,5264,1902,7079
13129,52,23582.880469255284,0.11734030523293447,1,138,8157,1687,9706
13130,65,20911.096929363855,0.09857250373727611,0,35,0,0,-35
13131,18,25503.13313727749,0.11711248711152744,1,106,5811,4024,9729
13132,65,21587.239698693287,0.25746039877526555,1,384,21108,1892,22616
13133,27,21385.36769546287,0.2754008306156421,1,476,5667,1720,6911
13134,73,23905.80101107733,0.09780803931925525,0,100,0,0,-100
13135,18,32170.05339036463,0.16215635183527544,1,232,6016,2301,8085
13136,31,23947.347939192834,0.09022364002877666,1,1034,6394,1952,7312
13137,26,24812.514359243458,0.027714441085683633,0,11,0,0,-11
13138,53,22830.131273554223,0.033741327193680434,1,57,7380,1582,8905
13139,29,21452.53303590698,0.005136691766038303,1,214,5264,1657,6707
13140,25,20555.807360060728,0.13801020004890133,0,61,0,0,-61
13141,49,31578.781701632848,0.0726103523222576,1,213,6039,3304,9130
13142,19,29810.945340095815,0.01842588813647236,1,304,6326,1477,7499
13143,23,25955.425532931808,0.004135509101581303,1,413,18612,1457,19656
13144,22,30064.111330912736,0.22766592176727313,0,9,0,0,-9
13145,27,29742.90556962627,0.1455126597289296,1,916,8363,1788,9235
13146,33,25856.48594280542,0.1270498849319261,0,25,0,0,-25
13147,43,20973.445670383247,0.08818175034260774,1,1505,6263,1942,6700
13148,51,82264.55563163571,0.00047922984853531364,0,3,0,0,-3
13149,40,25741.34936438998,0.15576690697519685,0,13,0,0,-13
13150,33,21488.340418152606,0.2957605904346661,1,374,6412,1482,7520
13151,69,22234.224206437717,0.06385066069950202,1,198,322119,1860,323781
13152,41,38276.32244026796,0.5721959923662464,1,729,6307,1604,7182
13153,19,21198.171268191505,0.15359680306374804,1,199,20580,2678,23059
13154,26,25808.349337919866,0.06177056931813766,0,61,0,0,-61
13155,45,21022.775064257672,0.13122552076511723,1,88,8055,1502,9469
13156,22,38823.70642056916,0.09794127817189179,1,979,5308,1897,6226
13157,20,20311.84554347063,0.4153190114585659,0,37,0,0,-37
13158,36,21663.947184343357,0.09406684993523244,1,417,8319,1573,9475
13159,31,22048.676431260872,0.04593281656610446,0,9,0,0,-9
13160,36,26730.610633770084,0.014651487957348332,1,67,17649,1510,19092
13161,29,27238.408901758543,0.1684142823531287,1,611,6066,1679,7134
13162,44,20155.408618950692,0.22674099185821553,1,404,9558,2358,11512
13163,26,36960.55996334234,0.02628945624624396,1,1262,5844,1838,6420
13164,52,21424.382586203537,0.06191819029049623,1,409,13932,1766,15289
13165,37,23193.707976667698,0.09439458235040035,0,55,0,0,-55
13166,22,23949.3270164722,0.10322681449913668,1,320,17787,1455,18922
13167,46,21823.198825495176,0.15736929373537945,1,351,5534,1446,6629
13168,21,23059.284539301643,0.012506003180138085,0,159,0,0,-159
13169,40,26356.65835330336,0.044975205244372894,1,469,10442,1943,11916
13170,41,29797.10346138683,0.07462735483949884,1,241,13781,2294,15834
13171,47,21152.95719917589,0.3599606228475987,0,2,0,0,-2
13172,42,37633.534776304776,0.14227049651098855,1,262,6987,1543,8268
13173,62,22177.149204721198,0.3071169766772249,1,1333,6655,1676,6998
13174,69,28396.71405169944,0.062203458811033695,0,21,0,0,-21
13175,26,22815.01572527667,0.11585016695886595,1,1025,12390,2180,13545
13176,30,20393.08954665228,0.35772379739957333,0,8,0,0,-8
13177,25,31235.522540990823,0.2352029373466908,1,594,5247,2053,6706
13178,43,30954.299033188327,0.030199465281081132,1,563,8920,1563,9920
13179,21,22498.767183545464,0.33237140826605166,1,46,6463,2258,8675
13180,20,33121.289902150944,0.3415506667104595,0,0,0,0,0
13181,34,23169.128062433985,0.008081576788559152,1,361,5696,1555,6890
13182,39,42143.05390557175,0.28885651552289526,0,38,0,0,-38
13183,58,27982.19035609331,0.01656900863673357,1,21,6181,2735,8895
13184,56,22376.954569734768,0.04117034196269913,1,380,5938,1361,6919
13185,19,21310.617169673013,0.04197845244278161,1,1015,7550,1440,7975
13186,45,28254.32572102276,0.04578605977103097,1,2157,16582,1372,15797
13187,40,27458.92903303093,0.0025108995242752712,1,1424,6084,2073,6733
13188,32,20346.129701241327,0.15122755782194003,1,443,7620,1798,8975
13189,60,20151.10366960575,0.13854837055243557,1,142,8695,1481,10034
13190,66,24347.071789702415,0.010998133897550692,0,1,0,0,-1
13191,52,23144.124592803266,0.10154684065297188,1,271,5275,1361,6365
13192,40,27703.035564619804,0.025663199944446748,1,126,7871,1508,9253
13193,38,23045.756949580675,0.2895044774768328,0,122,0,0,-122
13194,36,20226.858382651557,0.22582377274195242,1,647,9451,1532,10336
13195,40,21230.18534338305,0.06941598136585397,0,57,0,0,-57
13196,54,22544.666900330212,0.21496675619700997,1,101,5603,1454,6956
13197,51,33341.61133928368,0.04912592543054868,1,1304,5481,1681,5858
13198,23,21073.3920007603,0.15000093599606404,1,626,12339,1371,13084
13199,18,37709.83854661339,0.003121005626880777,1,255,10339,2174,12258
13200,42,36711.49965259519,0.2384911905571005,1,813,17893,1619,18699
13201,47,21091.280073615115,0.00894709529403668,1,1345,6270,1803,6728
13202,33,22097.280927734828,0.24526590666280565,0,3,0,0,-3
13203,18,24604.871903031497,0.05110580650786686,0,24,0,0,-24
13204,26,33044.06727148489,0.07096435661803806,1,313,11293,1453,12433
13205,50,23328.913354688084,0.04725507559068652,1,346,12026,1486,13166
13206,65,22014.577167874235,0.014338180905232811,1,431,13013,6784,19366
13207,22,22062.69496311677,0.10737916557204534,1,1975,5640,1343,5008
13208,49,32737.751168905674,0.09368585549127492,1,553,13919,1481,14847
13209,26,27899.95780049347,0.34955003088221887,0,32,0,0,-32
13210,40,20132.204451407848,0.08432021249751873,1,128,5647,1719,7238
13211,74,23876.011080407436,0.3314492182997198,0,3,0,0,-3
13212,22,31910.272101790786,0.14434649496901186,1,282,10641,1371,11730
13213,24,34029.9761393989,0.0006942966944568674,1,376,7875,3304,10803
13214,47,23504.933270204525,0.025618065865282036,1,541,6202,1410,7071
13215,25,20710.36322374044,0.1782973410642407,1,3014,5720,1642,4348
13216,39,20252.182779119787,0.021531234997868985,1,32,6871,1713,8552
13217,56,39872.17367578581,0.09743349517824988,1,1197,27097,1515,27415
13218,25,27735.83248632006,0.1590835471980269,1,424,6479,1381,7436
13219,66,33479.97943937174,0.2681044122308441,0,69,0,0,-69
13220,18,25020.289830002024,0.10797941298041702,1,946,5260,3859,8173
13221,37,39908.71450298746,0.05363590310759568,1,1183,5943,1884,6644
13222,27,21873.205634747686,0.07218431495478288,1,156,8562,1404,9810
13223,47,23621.43818349999,0.09250364227366084,0,13,0,0,-13
13224,41,41935.3315653209,0.14067104498337077,0,63,0,0,-63
13225,20,20712.034078452412,0.03132855376006194,1,910,7634,1892,8616
13226,23,26015.74161261154,0.24490818433825035,1,280,8798,1832,10350
13227,61,21176.574581543005,0.04172529163842048,1,346,8100,1597,9351
13228,19,23225.097863970484,0.013432112303954717,1,1217,21067,1964,21814
13229,44,24831.633636399394,0.014817354182043808,1,164,7167,1934,8937
13230,53,28298.627801772313,0.042471935482021,1,462,6930,2223,8691
13231,25,24042.64891482776,0.4307694724044925,1,180,6084,1820,7724
13232,49,30741.38655801128,0.17381772489738107,1,632,6770,1786,7924
13233,40,22199.437640887067,0.17611071179485246,0,89,0,0,-89
13234,38,33521.53807214349,0.11473300556634143,0,28,0,0,-28
13235,43,23888.384789172447,0.15000802544314043,1,1222,5694,1955,6427
13236,63,22604.132953687847,0.04395368013457826,1,877,6736,1339,7198
13237,64,21509.82297156347,0.05354020432473498,1,252,18308,1552,19608
13238,27,22079.51160151286,0.008515723482689043,1,1458,7171,2227,7940
13239,28,26097.655608050663,0.023559344434961025,1,1529,6894,3422,8787
13240,23,32977.67555098578,0.1309858106902759,0,17,0,0,-17
13241,33,25792.77988987152,0.008027676300101405,1,552,13196,1961,14605
13242,30,22794.641482985317,0.09083849679375447,1,116,5526,1412,6822
13243,22,25122.285286353213,0.07378356144857631,1,1077,6806,1907,7636
13244,47,20321.847618818683,0.213667904407108,1,245,9603,1378,10736
13245,32,103195.32782640633,0.07080438320104053,1,251,11171,3960,14880
13246,51,24566.25790358333,0.19440894834711703,1,145,16207,1930,17992
13247,74,20690.343914975427,0.45869127428400835,0,65,0,0,-65
13248,23,74191.20932769301,0.00961524460464626,1,619,9445,1930,10756
13249,34,27278.256362455064,0.1152288619547158,1,1286,5298,2095,6107
13250,26,23737.69971908833,0.03285040294784428,1,520,5394,1353,6227
13251,75,25332.11715861245,0.18466124189464306,0,12,0,0,-12
13252,56,27779.685843668703,0.2632724126534418,1,200,7718,1655,9173
13253,31,23111.2886013379,0.2313747553301481,1,730,6618,1905,7793
13254,61,21314.37293510161,0.22529432826054288,1,225,5290,2174,7239
13255,49,30794.5433690146,0.04899834318352097,1,593,11183,1492,12082
13256,30,25589.180448050898,0.28167155282002015,0,9,0,0,-9
13257,57,41377.057223087795,0.08818901521509916,1,170,7573,1518,8921
13258,52,21820.933009864573,0.04833951585542715,1,487,7730,1924,9167
13259,22,94105.4892792836,0.2628524274874049,0,5,0,0,-5
13260,33,22000.908754298696,0.030422062083859756,1,861,12874,1393,13406
13261,63,24240.377133202623,0.3049424480492482,1,36,15572,1444,16980
13262,61,48371.64445918887,0.06112179726590857,0,2,0,0,-2
13263,23,21335.424721215273,0.18801323221150565,0,11,0,0,-11
13264,42,29359.09223970742,0.12484421720644012,0,56,0,0,-56
13265,66,20028.61457029485,0.05364439406332224,1,367,5528,3799,8960
13266,21,21941.256851198086,0.40813632572709174,1,1524,5452,2175,6103
13267,28,25673.524806290763,0.1934382435972522,1,135,17166,1879,18910
13268,23,28321.70581367574,0.00032464988332908575,1,185,6040,2164,8019
13269,58,45801.29730246299,0.03887184057057784,1,83,33079,1338,34334
13270,20,20388.070704826838,0.03838356559713477,1,1868,5488,1926,5546
13271,42,28954.87977276955,0.14637060154821585,1,178,5728,1850,7400
13272,23,20375.991952367705,0.010148607944331228,1,261,5778,1370,6887
13273,66,22077.691254201425,0.016465935942243312,1,192,5436,1681,6925
13274,29,41979.83773061153,0.3633591509844171,0,23,0,0,-23
13275,66,27169.95668768448,0.25556587580063406,1,301,9147,1341,10187
13276,21,26145.138513939146,0.4789475147303972,1,404,5535,1443,6574
13277,26,54750.32984199305,0.04295508059595534,1,248,7715,1914,9381
13278,50,37148.28139581568,0.0008589761458790204,1,110,8282,1381,9553
13279,22,29501.785964678467,0.0470377340440622,1,850,6480,1490,7120
13280,22,21263.060288295794,0.06918792081186448,1,66,7048,1334,8316
13281,30,21022.003419278713,0.2207076501999666,0,83,0,0,-83
13282,73,21784.49039351981,0.11477658216715249,1,884,6252,2663,8031
13283,32,29990.922914957642,0.004174677791067286,1,22,8633,1528,10139
13284,39,33478.255496490776,0.24158431816129416,1,1288,24331,2284,25327
13285,22,23237.36801928427,0.06336720270070192,1,676,5624,6179,11127
13286,28,30815.616476511954,0.1725866271409087,1,728,9336,1443,10051
13287,59,49708.12220966003,0.03483045288303098,1,938,8375,2544,9981
13288,29,21986.368950411746,0.01113019709343498,1,132,6415,1537,7820
13289,38,24422.069488435216,0.09228447883294348,1,1020,12984,2147,14111
13290,55,25404.472570192433,0.1273828538567742,1,119,6460,2149,8490
13291,49,22247.55709000436,0.06765495926179521,1,366,24778,2296,26708
13292,55,31714.104564719415,0.21267239565330714,1,145,6890,1937,8682
13293,22,21494.833760597005,0.002695036540304233,0,15,0,0,-15
13294,32,36496.11372580631,0.009408491038719595,1,425,5910,1875,7360
13295,61,20694.840963741124,0.2858772180129976,1,357,6072,1642,7357
13296,70,31186.205860932187,0.3983236418065832,0,69,0,0,-69
13297,38,30894.844431728834,0.06947961948309188,1,802,32890,2589,34677
13298,42,27681.807661412284,0.4074058497757734,0,34,0,0,-34
13299,32,67916.72553357777,0.11487165224267841,1,272,7651,3650,11029
13300,73,25706.16074134845,0.09969463460131298,1,122,9766,2016,11660
13301,27,46476.184029671225,0.10842561594467387,1,141,5569,1383,6811
13302,47,20721.393071900515,0.13739890513189898,1,1285,8514,1493,8722
13303,42,22367.13796333735,0.05089151096914682,1,1449,111356,4430,114337
13304,41,22523.265145947465,0.10884196985350945,1,410,10450,1585,11625
13305,24,20830.7553366679,0.10825171101610392,1,1143,5709,1682,6248
13306,23,23589.2277757171,0.06850138321375558,1,632,6144,1559,7071
13307,30,22296.486540144717,0.11658455303722466,1,97,16102,3523,19528
13308,43,26337.045844731023,0.2192753899655971,1,1492,11227,1366,11101
13309,74,31542.96714365526,0.16925938017429834,1,75,10352,1537,11814
13310,47,27881.561620716,0.12651659325788375,1,205,9136,2359,11290
13311,38,66253.58276879803,0.0005848078525447644,1,312,12787,1358,13833
13312,53,24377.717327672755,0.02117331748917626,1,199,16488,1876,18165
13313,37,21365.874149500018,0.06563841841030094,1,822,7122,2052,8352
13314,63,24766.117085848575,0.0167237097692863,1,926,16148,1420,16642
13315,60,20330.602310862072,0.024631085283378686,1,559,5619,1531,6591
13316,35,22015.838309057774,0.23657250286324635,1,421,5984,1444,7007
13317,51,23250.068934435487,0.07183847429104165,0,1,0,0,-1
13318,56,21657.33298824707,0.3803163981310972,0,32,0,0,-32
13319,18,157692.30836280875,0.0681353720825271,1,49,6625,1461,8037
13320,75,24436.838422884943,0.025905780801650687,1,30,6982,4037,10989
13321,29,22297.406955208404,0.06864370634163236,1,294,13147,1556,14409
13322,58,21602.363999204143,0.08307419396014572,0,127,0,0,-127
13323,68,28836.863760323704,0.11434931903153428,1,216,15681,1761,17226
13324,24,59124.9868983446,0.23203662804130662,1,269,5400,2391,7522
13325,35,23564.860965601136,0.018793541771653557,1,321,9419,1669,10767
13326,50,21767.31207323568,0.1168322856514364,1,430,12586,1743,13899
13327,60,25968.234975558036,0.03531254043502102,1,710,7138,1459,7887
13328,59,35084.903033453,0.14145006522156986,1,468,8674,1629,9835
13329,23,25060.142768752088,0.009554422515524526,1,965,11877,1893,12805
13330,40,36052.889907734265,0.07066709123713236,0,32,0,0,-32
13331,43,33872.809557421584,0.05902222405646732,0,35,0,0,-35
13332,32,30702.876170277854,0.036163771837401285,1,177,8520,1362,9705
13333,20,61124.086638851055,0.11470518529818763,0,33,0,0,-33
13334,53,27064.67804094762,0.09497451871470602,0,1,0,0,-1
13335,23,24958.980202866926,0.04069295696767403,1,478,9512,2631,11665
13336,22,27348.89573842837,0.13551158057237503,1,937,9356,1683,10102
13337,38,22658.615460662993,0.10955773481995054,1,466,6781,2518,8833
13338,20,29826.836161606556,0.16695941658550517,1,175,6928,2906,9659
13339,46,23196.39585844279,0.21726658426946002,1,613,5624,3365,8376
13340,53,26504.547074443744,0.03532687346059629,0,52,0,0,-52
13341,65,30685.834306939167,0.06170152718302216,1,499,6033,1972,7506
13342,38,22584.35417993426,0.03372844943114872,0,74,0,0,-74
13343,61,52892.358485981655,0.04026473083788285,0,5,0,0,-5
13344,60,61225.347931386495,0.16762009970999728,1,341,6324,1499,7482
13345,18,24369.889462530475,0.036582130952916854,1,195,5540,1789,7134
13346,21,22434.239516440826,0.11145348061381014,0,12,0,0,-12
13347,39,27140.78622896418,0.11891703331347694,1,164,14926,1891,16653
13348,37,24833.274745649884,0.09603991357485608,1,123,7347,1699,8923
13349,40,20562.100361123998,0.13524233880532985,0,143,0,0,-143
13350,25,21757.470280434547,0.29499370718230206,1,463,6821,1442,7800
13351,42,23415.04149238306,0.16836895828351345,0,32,0,0,-32
13352,66,39566.00097788634,0.036795258197601696,1,222,7064,1448,8290
13353,32,22830.53171422872,0.18980997559639282,1,91,12123,1586,13618
13354,31,20864.735450977027,0.14609177750982577,1,680,6198,1847,7365
13355,22,39893.009755735424,0.07291421509010029,0,10,0,0,-10
13356,36,44989.480054913896,0.16270768304770475,1,195,5693,2527,8025
13357,19,22112.469391373124,0.021904678473564143,1,74,5279,1393,6598
13358,64,28508.179978597178,0.011741724682572764,0,93,0,0,-93
13359,37,34461.49553368758,0.010776507087709334,1,148,5847,1373,7072
13360,36,27788.410450130992,0.08410790508345263,1,200,5530,1357,6687
13361,55,108048.64032362896,0.17525016583203534,1,331,10542,3824,14035
13362,23,22602.03386742614,0.3461646240056749,0,24,0,0,-24
13363,74,21812.599257505193,0.011369305723277996,1,1063,9401,1388,9726
13364,47,35591.7668868451,0.11493650688912542,1,2400,50387,1877,49864
13365,57,25201.088513776973,0.08355758259341324,0,24,0,0,-24
13366,45,23187.868644631497,0.12539766453408413,1,667,10713,1466,11512
13367,62,29009.15433351986,0.07657837940869155,1,65,39008,1521,40464
13368,22,30994.31199855555,0.06973749408041796,1,432,12757,1909,14234
13369,35,46287.32899659675,0.036098443451891164,0,150,0,0,-150
13370,42,64095.21869313476,0.07560775595599926,1,99,9560,1582,11043
13371,33,21626.454548774604,0.058755338639872624,1,253,11233,1430,12410
13372,46,30528.00824255027,0.08399795646573575,1,461,7066,2071,8676
13373,71,24845.538030189186,0.04389981353674419,1,586,7479,1425,8318
13374,70,24407.9538110829,0.02303434787605574,1,110,9731,1424,11045
13375,46,26313.06722459777,0.4414263693691895,0,19,0,0,-19
13376,47,25276.09706588716,0.5289563598748729,0,183,0,0,-183
13377,18,28973.11181579265,0.00021569788278763804,1,452,5953,1652,7153
13378,46,27594.994313169078,0.1290259140496317,1,57,6744,2819,9506
13379,37,43324.9793062003,0.009348433836860504,1,220,5485,1655,6920
13380,37,22480.580241991564,0.05317311786822817,1,25,9905,1377,11257
13381,43,28641.988881381447,0.07519059914555395,1,53,5395,1445,6787
13382,60,26518.427828447428,0.016876316987722285,1,150,9628,3209,12687
13383,20,23877.547800045664,0.3820736554650551,0,10,0,0,-10
13384,35,32017.721606589996,0.3641961543782029,1,940,13848,1613,14521
13385,55,22600.62441445652,0.049082778672528325,1,585,6053,1681,7149
13386,39,24591.011589935482,0.018125315702895092,1,449,11884,1375,12810
13387,23,21005.673949387172,0.09801402086188503,0,64,0,0,-64
13388,59,22544.754170295,0.11046346946587592,1,608,5508,3149,8049
13389,58,28219.246500069705,0.1406894669707056,1,512,7920,2174,9582
13390,36,28896.682209410108,0.024202657109175615,1,116,18968,2107,20959
13391,31,29209.473720732585,0.028817314761466196,0,220,0,0,-220
13392,71,34357.12220726374,0.2126880632483706,1,396,5378,2995,7977
13393,74,25981.679337345628,0.19797076010701922,1,173,9267,1654,10748
13394,19,25386.96130452256,0.16315859975740468,0,30,0,0,-30
13395,70,32252.007188266853,0.09849605539154285,1,352,16346,2468,18462
13396,46,66018.730975139,0.05571426231313923,1,66,14376,1741,16051
13397,19,23974.989745485407,0.2261222790350554,1,771,47865,1773,48867
13398,21,23077.274442962957,0.2809969616764187,1,1066,6191,1546,6671
13399,19,21184.51989463414,0.09022812868594275,1,678,57594,4235,61151
13400,34,24900.906302942272,0.13944512509741036,1,1189,8300,2677,9788
13401,18,21595.329731503512,0.06362133403859777,1,74,6169,2448,8543
13402,43,48288.61972941754,0.08770593753814782,0,51,0,0,-51
13403,58,36962.87201831147,0.0870473401309732,1,1143,14471,1786,15114
13404,21,24155.40994399405,0.04781995573974455,1,131,5704,1716,7289
13405,22,20042.56574003247,0.16310688390174843,1,231,7465,1574,8808
13406,69,24651.941443181866,0.10590581341424528,0,1,0,0,-1
13407,35,22749.261343103222,0.11114965830400032,0,71,0,0,-71
13408,41,20215.96536279906,0.38983198741609376,0,24,0,0,-24
13409,46,22994.59890691587,0.03217438231239097,0,124,0,0,-124
13410,18,23889.125809356832,0.3464525753157317,1,53,6058,1918,7923
13411,66,25459.995515324386,0.009224015632543109,1,383,6145,3631,9393
13412,43,79150.10016741595,0.1217343293407155,1,68,6876,1404,8212
13413,21,24761.537186972804,0.009261786034163584,1,577,8296,5593,13312
13414,51,27989.026470117085,0.07021616224424711,0,35,0,0,-35
13415,25,30771.99665271193,0.07514949104608247,1,705,5381,1486,6162
13416,29,28981.77277583353,0.1871170735001878,0,15,0,0,-15
13417,31,22267.76174167362,0.06431312132639763,1,493,7260,1406,8173
13418,36,32430.29346672557,0.12643377497302613,1,221,7982,2829,10590
13419,52,31005.03372570113,0.0788569962829415,1,298,7442,1377,8521
13420,22,34131.70617121789,0.19585036379375226,0,28,0,0,-28
13421,57,25392.167912810735,0.04112826322620888,0,41,0,0,-41
13422,19,31824.535501866525,0.09347882286083806,1,352,5810,1481,6939
13423,48,23884.27720890248,0.11910460065856049,1,299,6820,1537,8058
13424,35,37888.751309289386,0.1644014265707079,0,39,0,0,-39
13425,43,20285.30396082428,0.0038988874819861573,0,1,0,0,-1
13426,69,22157.25518250445,0.1998369977850495,1,329,8854,1477,10002
13427,23,21578.518977581683,0.40901958415436945,0,74,0,0,-74
13428,18,23258.44309080859,0.06565663588907984,1,691,6788,1727,7824
13429,40,24073.14469017357,0.02317252462631535,0,11,0,0,-11
13430,39,24360.526728252717,0.05854835167128211,1,236,5776,2994,8534
13431,39,22155.788818317862,0.00065086405279372,1,22,6141,1365,7484
13432,25,21839.84965287903,0.05538433338559716,1,294,7712,2202,9620
13433,58,21251.72912640479,0.21715688087509893,0,24,0,0,-24
13434,24,20006.717930799226,0.35831919685307884,1,304,8102,1586,9384
13435,32,23528.8093954419,0.0991878922525244,0,38,0,0,-38
13436,32,181844.35378367038,0.27299904499744904,1,268,7341,1390,8463
13437,20,29107.50194893579,0.24525961514136188,1,876,6778,18605,24507
13438,37,24495.68529273224,0.17647572824425137,1,593,9902,2408,11717
13439,56,22462.88379554644,0.20715806659456412,0,30,0,0,-30
13440,26,54928.071533947594,0.010900790065017589,1,843,5743,1724,6624
13441,42,29221.773308672353,0.02051465826138376,0,43,0,0,-43
13442,31,20636.259856260716,0.0017730453400506012,1,83,16897,1652,18466
13443,42,20776.52664007802,0.005326529934235745,0,36,0,0,-36
13444,70,28175.073453886762,0.0003329638568670701,1,207,7253,1486,8532
13445,41,23742.584238849042,0.11572983701201164,0,9,0,0,-9
13446,42,22036.055916491114,0.366615964661228,0,19,0,0,-19
13447,18,29489.3031331581,0.13550085256511724,1,133,5425,1679,6971
13448,34,23351.516573540004,0.05710443015925161,1,360,7185,1518,8343
13449,41,31265.464667687687,0.29197483640330707,0,56,0,0,-56
13450,30,20220.52393708971,0.2863930610711938,1,371,6155,1564,7348
13451,59,42756.967064090066,0.25877634359269214,0,23,0,0,-23
13452,27,32793.92500759227,0.013641837750994534,1,52,7200,1630,8778
13453,29,25865.606607236252,0.017459835673829843,0,24,0,0,-24
13454,55,21027.781088112846,0.02648972783048445,1,252,10816,1619,12183
13455,25,24600.911836609248,0.07226509261526592,1,1164,14931,1557,15324
13456,38,20463.72222668121,0.14436607651725042,1,2444,8950,1373,7879
13457,42,21618.668839165337,0.14965546484259057,1,428,6636,2086,8294
13458,70,23965.91033755762,0.1766791711266532,1,437,13283,1439,14285
13459,48,31124.573548838154,0.33975070939567015,0,44,0,0,-44
13460,28,21258.363452632242,0.10031975673473051,0,86,0,0,-86
13461,53,26205.00986249494,0.31290574521661063,0,88,0,0,-88
13462,43,20493.26463913017,0.11606932658896169,1,262,11440,2068,13246
13463,69,21417.345395874247,0.058564477721172625,1,983,6639,1458,7114
13464,24,20395.736440067405,0.1054436782586875,1,331,6074,1380,7123
13465,34,28637.93655957654,0.12783383816722507,1,225,9231,1731,10737
13466,32,37331.95067038935,0.2200042163722375,1,50,5418,1788,7156
13467,65,24793.37580567963,0.015688009432776366,1,595,9718,1566,10689
13468,23,29399.200459791173,0.09631905986227815,1,89,7383,1404,8698
13469,62,20280.636800618067,0.019691842811456917,1,130,7378,2254,9502
13470,39,20226.13352791976,0.014165187126942478,0,103,0,0,-103
13471,49,23123.39927920712,0.09548356059968263,0,19,0,0,-19
13472,20,28041.849677271755,0.018817198257558305,1,1025,21934,1417,22326
13473,54,32809.5398448167,0.04663364742392784,1,479,7419,2002,8942
13474,35,27330.279294354485,0.07958914792714573,0,182,0,0,-182
13475,48,25234.85545370684,0.0007089939507557149,1,1694,9445,2439,10190
13476,45,27844.25158770519,0.11510575179331711,0,55,0,0,-55
13477,22,33194.65426347144,0.0555139872428851,1,362,6768,2288,8694
13478,27,23955.215420054454,0.02134852942327963,0,80,0,0,-80
13479,27,33517.83870605955,0.06713505083509973,1,91,5958,1598,7465
13480,47,23135.717532637766,0.025773664901315475,1,112,6936,2665,9489
13481,39,32275.633995496817,0.024495094894465393,1,787,5968,1414,6595
13482,59,23218.26216268337,0.03508002758599823,1,153,9431,1894,11172
13483,24,38830.52851668995,0.30527430759428054,1,596,5243,1652,6299
13484,22,24018.75019593467,0.023233196698668596,1,351,6181,1657,7487
13485,64,23846.20916323659,0.02847798609606146,1,1029,5716,2104,6791
13486,23,21614.496034415395,0.14425829502421372,1,496,19926,4057,23487
13487,25,29461.5149768603,0.04761443918661366,1,580,6898,2149,8467
13488,20,23329.933614800466,0.06652570185062547,1,193,6058,1572,7437
13489,53,41124.74630291058,0.19899908409299505,1,62,5732,1752,7422
13490,21,25649.354923830288,0.3321989326020949,1,327,32718,1410,33801
13491,22,22940.517741332507,0.019540908130097377,1,344,8412,1417,9485
13492,42,23782.985337825707,0.18115626929378195,1,77,5917,1761,7601
13493,74,20905.019278608397,0.05527214085470386,1,1732,7570,1534,7372
13494,36,21299.875152102213,0.009436896943044238,1,478,8049,2184,9755
13495,21,27577.86814559992,0.22053081759472218,1,817,8679,1550,9412
13496,34,20868.075583771904,0.04884833402917469,0,39,0,0,-39
13497,47,23591.819642699127,0.005401245997795268,0,70,0,0,-70
13498,71,20799.785795774136,0.08267830766216964,0,56,0,0,-56
13499,61,43171.32026083569,0.06490042917688828,1,14,5825,11403,17214
13500,29,28689.47783924811,0.18220489415571653,0,26,0,0,-26
13501,66,27967.554496697754,0.06355284328520562,0,22,0,0,-22
13502,20,20569.531297222817,0.059553231312297616,1,234,10698,1615,12079
13503,45,23553.223442038994,0.029188707268461456,1,714,27348,2433,29067
13504,23,38038.40759868853,0.2620504910349952,0,7,0,0,-7
13505,52,24946.401138817164,0.10766550587325542,0,79,0,0,-79
13506,72,27623.11846340143,0.02052996720296606,1,100,11662,2248,13810
13507,53,20179.576442535687,0.09449645825256181,1,435,5375,1785,6725
13508,21,24857.43532711406,0.07798919796856456,1,230,6100,1522,7392
13509,19,27336.920273721775,0.06328327378975468,0,78,0,0,-78
13510,64,37141.563869249105,0.02146815733896762,1,136,6866,1574,8304
13511,24,22785.5222508919,0.05239335326826762,0,48,0,0,-48
13512,64,52016.660963596245,0.00466668407817441,1,85,7377,2715,10007
13513,21,37290.99398394942,0.02042518513845623,1,401,7131,1823,8553
13514,72,23380.263888826245,0.03553775001735104,1,68,5699,1531,7162
13515,40,20170.702914623103,0.014951463138887231,1,685,7035,1418,7768
13516,39,33482.13386165678,0.07560590326130903,1,614,10186,1348,10920
13517,54,22156.43762134787,0.00047592452839492094,1,485,5787,1355,6657
13518,47,24647.668115692144,0.022398389556920667,1,758,5380,1856,6478
