ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
20846,1,0,125,0,-125
20847,1,1,371,1244,873
20848,1,1,1643,1583,-60
20849,1,0,54,0,-54
20850,0,0,177,0,-177
20851,0,0,18,0,-18
20852,1,0,76,0,-76
20853,1,1,541,1235,694
20854,1,1,362,1291,929
20855,0,0,0,0,0
20856,1,0,52,0,-52
20857,0,0,7,0,-7
20858,1,1,485,1395,910
20859,1,1,241,1308,1067
20860,0,0,10,0,-10
20861,1,0,23,0,-23
20862,1,0,75,0,-75
20863,1,1,46,4311,4265
20864,0,0,63,0,-63
20865,1,0,18,0,-18
20866,1,0,10,0,-10
20867,1,0,97,0,-97
20868,0,0,58,0,-58
20869,0,0,136,0,-136
20870,1,1,268,1275,1007
20871,0,0,6,0,-6
20872,0,0,87,0,-87
20873,0,0,38,0,-38
20874,1,1,148,1439,1291
20875,0,0,157,0,-157
20876,1,1,1284,1310,26
20877,0,0,21,0,-21
20878,0,0,12,0,-12
20879,1,1,1029,1371,342
20880,1,1,278,1242,964
20881,1,0,138,0,-138
20882,1,0,39,0,-39
20883,1,1,604,2649,2045
20884,0,0,37,0,-37
20885,0,0,44,0,-44
20886,0,0,12,0,-12
20887,0,0,3,0,-3
20888,1,0,21,0,-21
20889,0,0,2,0,-2
20890,1,0,55,0,-55
20891,1,0,25,0,-25
20892,0,0,43,0,-43
20893,0,0,14,0,-14
20894,0,0,43,0,-43
20895,0,0,2,0,-2
20896,1,0,128,0,-128
20897,0,0,45,0,-45
20898,1,1,383,1309,926
20899,1,0,11,0,-11
20900,0,0,20,0,-20
20901,1,1,1311,2270,959
20902,0,0,34,0,-34
20903,1,0,98,0,-98
20904,0,0,60,0,-60
20905,0,0,3,0,-3
20906,1,0,19,0,-19
20907,0,0,44,0,-44
20908,0,0,39,0,-39
20909,1,0,9,0,-9
20910,1,1,491,1487,996
20911,0,0,14,0,-14
20912,1,1,449,1262,813
20913,1,0,23,0,-23
20914,1,0,49,0,-49
20915,0,0,35,0,-35
20916,1,1,1617,1732,115
20917,0,0,23,0,-23
20918,1,1,248,1843,1595
20919,0,0,28,0,-28
20920,1,0,26,0,-26
20921,1,0,68,0,-68
20922,1,0,34,0,-34
20923,0,0,90,0,-90
20924,0,0,29,0,-29
20925,1,1,292,2436,2144
20926,1,0,3,0,-3
20927,1,1,439,2521,2082
20928,1,1,453,1461,1008
20929,0,0,7,0,-7
20930,1,0,243,0,-243
20931,0,0,71,0,-71
20932,1,1,316,1374,1058
20933,1,1,385,2296,1911
20934,1,1,567,2721,2154
20935,1,0,6,0,-6
20936,1,1,391,1239,848
20937,1,1,963,1456,493
20938,1,1,1129,2539,1410
20939,1,1,173,1274,1101
20940,0,0,150,0,-150
20941,1,1,503,2430,1927
20942,0,0,7,0,-7
20943,1,1,580,2584,2004
20944,1,0,74,0,-74
20945,0,0,85,0,-85
20946,1,1,1403,1368,-35
20947,0,0,33,0,-33
20948,1,0,60,0,-60
20949,0,0,109,0,-109
20950,1,0,36,0,-36
20951,1,1,76,1473,1397
20952,0,0,136,0,-136
20953,0,0,36,0,-36
20954,1,1,146,1284,1138
20955,1,0,26,0,-26
20956,0,0,0,0,0
20957,0,0,26,0,-26
20958,0,0,4,0,-4
20959,0,0,99,0,-99
20960,0,0,42,0,-42
20961,1,0,3,0,-3
20962,0,0,36,0,-36
20963,0,0,56,0,-56
20964,1,0,2,0,-2
20965,0,0,128,0,-128
20966,1,1,730,3047,2317
20967,1,0,118,0,-118
20968,0,0,36,0,-36
20969,0,0,22,0,-22
20970,0,0,17,0,-17
20971,1,1,199,1414,1215
20972,0,0,28,0,-28
20973,1,0,56,0,-56
20974,1,1,335,1239,904
20975,1,1,1017,1350,333
20976,1,0,19,0,-19
20977,1,1,258,1302,1044
20978,1,1,250,1478,1228
20979,0,0,44,0,-44
20980,0,0,20,0,-20
20981,1,0,22,0,-22
20982,1,0,26,0,-26
20983,0,0,72,0,-72
20984,1,0,13,0,-13
20985,1,1,300,1632,1332
20986,1,0,93,0,-93
20987,0,0,16,0,-16
20988,0,0,13,0,-13
20989,0,0,173,0,-173
20990,0,0,40,0,-40
20991,1,0,56,0,-56
20992,0,0,35,0,-35
20993,0,0,30,0,-30
20994,1,1,801,1615,814
20995,1,0,52,0,-52
20996,0,0,139,0,-139
20997,0,0,91,0,-91
20998,0,0,45,0,-45
20999,1,1,1210,1441,231
21000,1,1,66,1360,1294
21001,1,0,2,0,-2
21002,1,0,77,0,-77
21003,1,0,17,0,-17
21004,1,1,372,2119,1747
21005,1,0,176,0,-176
21006,0,0,69,0,-69
21007,1,1,1463,1476,13
21008,1,1,1262,1265,3
21009,1,0,3,0,-3
21010,1,1,845,1940,1095
21011,1,0,8,0,-8
21012,1,1,506,1557,1051
21013,0,0,51,0,-51
21014,1,1,242,1313,1071
21015,1,1,215,1763,1548
21016,1,0,54,0,-54
21017,0,0,33,0,-33
21018,1,1,702,1241,539
21019,1,1,788,1260,472
21020,1,0,100,0,-100
21021,1,0,65,0,-65
21022,1,0,31,0,-31
21023,1,1,330,1580,1250
21024,0,0,3,0,-3
21025,1,1,231,1381,1150
21026,1,0,17,0,-17
21027,0,0,84,0,-84
21028,0,0,6,0,-6
21029,0,0,135,0,-135
21030,1,1,244,1219,975
21031,1,1,312,1301,989
21032,1,1,480,3146,2666
21033,1,1,128,1586,1458
21034,1,0,114,0,-114
21035,0,0,44,0,-44
21036,1,1,225,1387,1162
21037,1,0,6,0,-6
21038,0,0,39,0,-39
21039,0,0,54,0,-54
21040,1,0,32,0,-32
21041,1,0,33,0,-33
21042,1,0,60,0,-60
21043,0,0,131,0,-131
21044,1,0,9,0,-9
21045,0,0,31,0,-31
21046,1,0,63,0,-63
21047,1,1,410,1341,931
21048,1,1,1192,1485,293
21049,0,0,41,0,-41
21050,1,1,1171,1223,52
21051,0,0,16,0,-16
21052,0,0,21,0,-21
21053,0,0,85,0,-85
21054,1,0,157,0,-157
21055,1,0,13,0,-13
21056,1,0,4,0,-4
21057,1,0,87,0,-87
21058,0,0,17,0,-17
21059,0,0,35,0,-35
21060,0,0,40,0,-40
21061,0,0,140,0,-140
21062,1,1,55,1720,1665
21063,0,0,103,0,-103
21064,1,1,726,1679,953
21065,1,0,41,0,-41
21066,1,0,32,0,-32
21067,1,0,192,0,-192
21068,1,1,1499,1228,-271
21069,1,1,466,1475,1009
21070,1,0,41,0,-41
21071,1,0,73,0,-73
21072,1,1,484,1404,920
21073,1,1,61,1218,1157
21074,1,0,46,0,-46
21075,1,0,23,0,-23
21076,0,0,12,0,-12
21077,0,0,4,0,-4
21078,1,0,67,0,-67
21079,1,1,249,2244,1995
21080,1,0,43,0,-43
21081,0,0,4,0,-4
21082,1,1,158,1411,1253
21083,1,1,29,1396,1367
21084,1,0,116,0,-116
21085,0,0,32,0,-32
21086,1,1,211,1354,1143
21087,0,0,89,0,-89
21088,1,0,40,0,-40
21089,0,0,47,0,-47
21090,0,0,13,0,-13
21091,1,0,9,0,-9
21092,0,0,71,0,-71
21093,1,1,96,1345,1249
21094,0,0,6,0,-6
21095,1,1,446,1961,1515
21096,1,1,128,2251,2123
21097,0,0,28,0,-28
21098,1,0,54,0,-54
21099,0,0,32,0,-32
21100,0,0,16,0,-16
21101,1,0,2,0,-2
21102,1,0,70,0,-70
21103,1,1,534,1265,731
21104,1,1,2121,1203,-918
21105,1,0,68,0,-68
21106,0,0,77,0,-77
21107,1,1,217,1402,1185
21108,1,0,18,0,-18
21109,1,1,1314,1462,148
21110,0,0,69,0,-69
21111,1,0,13,0,-13
21112,0,0,95,0,-95
21113,1,0,127,0,-127
21114,0,0,15,0,-15
21115,1,0,19,0,-19
21116,0,0,96,0,-96
21117,1,1,312,1288,976
21118,0,0,16,0,-16
21119,1,1,211,1699,1488
21120,0,0,107,0,-107
21121,1,0,36,0,-36
21122,0,0,3,0,-3
21123,1,1,562,1264,702
21124,1,1,587,1242,655
21125,0,0,192,0,-192
21126,0,0,46,0,-46
21127,0,0,7,0,-7
21128,0,0,16,0,-16
21129,1,0,212,0,-212
21130,1,0,30,0,-30
21131,0,0,51,0,-51
21132,1,0,62,0,-62
21133,1,0,8,0,-8
21134,1,1,385,1950,1565
21135,0,0,21,0,-21
21136,0,0,29,0,-29
21137,0,0,80,0,-80
21138,0,0,129,0,-129
21139,1,1,358,1450,1092
21140,0,0,12,0,-12
21141,1,1,393,2201,1808
21142,1,0,151,0,-151
21143,0,0,4,0,-4
21144,0,0,14,0,-14
21145,0,0,2,0,-2
21146,0,0,42,0,-42
21147,1,0,63,0,-63
21148,0,0,76,0,-76
21149,0,0,20,0,-20
21150,1,1,403,1382,979
21151,1,1,1726,1399,-327
21152,0,0,66,0,-66
21153,0,0,149,0,-149
21154,1,1,658,1378,720
21155,0,0,218,0,-218
21156,1,1,52,1288,1236
21157,1,0,17,0,-17
21158,1,1,557,1948,1391
21159,1,1,185,2826,2641
21160,1,0,14,0,-14
21161,0,0,40,0,-40
21162,1,1,146,3264,3118
21163,0,0,10,0,-10
21164,0,0,21,0,-21
21165,1,0,34,0,-34
21166,1,1,281,1211,930
21167,0,0,46,0,-46
21168,0,0,42,0,-42
21169,1,0,129,0,-129
21170,1,1,1584,1306,-278
21171,1,1,133,2725,2592
21172,1,1,721,1205,484
21173,0,0,19,0,-19
21174,1,1,707,1292,585
21175,1,1,95,1448,1353
21176,1,0,44,0,-44
21177,1,0,2,0,-2
21178,0,0,13,0,-13
21179,0,0,8,0,-8
21180,1,0,196,0,-196
21181,0,0,42,0,-42
21182,1,1,699,1270,571
21183,1,1,155,1525,1370
21184,1,0,34,0,-34
21185,0,0,99,0,-99
21186,0,0,66,0,-66
21187,1,0,73,0,-73
21188,1,0,26,0,-26
21189,1,0,164,0,-164
21190,1,0,9,0,-9
21191,1,0,5,0,-5
21192,1,1,486,1225,739
21193,0,0,39,0,-39
21194,1,1,159,1219,1060
21195,1,1,318,1284,966
21196,1,0,5,0,-5
21197,1,0,70,0,-70
21198,1,1,659,2015,1356
21199,1,0,61,0,-61
21200,1,1,730,1371,641
21201,1,1,79,1329,1250
21202,1,0,67,0,-67
21203,1,1,438,2249,1811
21204,1,0,10,0,-10
21205,0,0,65,0,-65
21206,1,1,486,1445,959
21207,1,0,8,0,-8
21208,0,0,2,0,-2
21209,1,0,23,0,-23
21210,1,0,29,0,-29
21211,1,0,64,0,-64
21212,0,0,30,0,-30
21213,1,1,172,1367,1195
21214,1,1,1224,1651,427
21215,1,0,125,0,-125
21216,1,0,14,0,-14
21217,1,0,87,0,-87
21218,1,1,1064,1414,350
21219,0,0,110,0,-110
21220,0,0,184,0,-184
21221,1,0,24,0,-24
21222,0,0,13,0,-13
21223,0,0,46,0,-46
21224,0,0,18,0,-18
21225,0,0,43,0,-43
21226,1,1,339,2027,1688
21227,0,0,64,0,-64
21228,1,1,558,2098,1540
21229,1,1,298,2001,1703
21230,1,0,6,0,-6
21231,1,0,6,0,-6
21232,1,0,38,0,-38
21233,1,1,281,1225,944
21234,0,0,187,0,-187
21235,0,0,163,0,-163
21236,1,0,1,0,-1
21237,0,0,101,0,-101
21238,1,0,66,0,-66
21239,1,1,888,1275,387
21240,1,0,84,0,-84
21241,1,0,12,0,-12
21242,1,0,27,0,-27
21243,1,1,485,1436,951
21244,1,1,629,1324,695
21245,0,0,124,0,-124
21246,1,1,605,1266,661
21247,0,0,8,0,-8
21248,1,1,535,2520,1985
21249,0,0,20,0,-20
21250,1,0,9,0,-9
21251,0,0,27,0,-27
21252,1,1,136,1246,1110
21253,1,1,435,1615,1180
21254,0,0,19,0,-19
21255,1,1,108,1935,1827
21256,1,1,322,1406,1084
21257,1,0,5,0,-5
21258,1,0,75,0,-75
21259,0,0,26,0,-26
21260,1,0,45,0,-45
21261,1,1,401,1377,976
21262,0,0,115,0,-115
21263,1,0,0,0,0
21264,1,1,83,1469,1386
21265,1,1,366,1244,878
21266,1,0,51,0,-51
21267,0,0,78,0,-78
21268,1,1,105,1239,1134
21269,1,1,623,1420,797
21270,0,0,41,0,-41
21271,0,0,137,0,-137
21272,1,0,26,0,-26
21273,1,1,1061,1351,290
21274,1,1,492,1276,784
21275,1,1,271,1253,982
21276,1,1,386,1608,1222
21277,1,1,1073,1413,340
21278,1,1,212,3610,3398
21279,1,0,83,0,-83
21280,0,0,55,0,-55
21281,0,0,7,0,-7
21282,1,1,2751,1600,-1151
21283,0,0,28,0,-28
21284,0,0,65,0,-65
21285,0,0,34,0,-34
21286,0,0,10,0,-10
21287,1,0,79,0,-79
21288,1,0,114,0,-114
21289,1,1,54,1201,1147
21290,1,1,57,1388,1331
21291,0,0,19,0,-19
21292,0,0,172,0,-172
21293,1,0,154,0,-154
21294,0,0,38,0,-38
21295,0,0,3,0,-3
21296,0,0,8,0,-8
21297,1,0,1,0,-1
21298,1,0,45,0,-45
21299,0,0,48,0,-48
21300,0,0,17,0,-17
21301,0,0,110,0,-110
21302,1,1,319,1247,928
21303,1,0,88,0,-88
21304,0,0,0,0,0
21305,0,0,144,0,-144
21306,1,1,800,1568,768
21307,1,0,77,0,-77
21308,1,1,245,1292,1047
21309,1,0,38,0,-38
21310,1,1,1365,1409,44
21311,0,0,104,0,-104
21312,1,0,72,0,-72
21313,0,0,31,0,-31
21314,0,0,83,0,-83
21315,0,0,29,0,-29
21316,1,1,436,1410,974
21317,0,0,54,0,-54
21318,1,0,0,0,0
21319,1,1,512,1212,700
21320,0,0,19,0,-19
21321,1,0,3,0,-3
21322,1,1,898,1611,713
21323,0,0,23,0,-23
21324,0,0,88,0,-88
21325,1,0,51,0,-51
21326,1,0,56,0,-56
21327,0,0,16,0,-16
21328,0,0,3,0,-3
21329,1,1,746,1578,832
21330,1,1,270,1203,933
21331,0,0,143,0,-143
21332,1,0,34,0,-34
21333,1,1,490,2145,1655
21334,0,0,5,0,-5
21335,1,0,0,0,0
21336,0,0,5,0,-5
21337,0,0,112,0,-112
21338,1,1,73,1709,1636
21339,0,0,138,0,-138
21340,0,0,104,0,-104
21341,1,0,30,0,-30
21342,1,1,63,1573,1510
21343,0,0,151,0,-151
21344,1,1,236,1249,1013
21345,1,0,52,0,-52
21346,0,0,52,0,-52
21347,1,1,237,2618,2381
21348,1,0,85,0,-85
21349,1,1,585,1527,942
21350,0,0,48,0,-48
21351,1,1,656,1274,618
21352,0,0,123,0,-123
21353,0,0,0,0,0
21354,0,0,118,0,-118
21355,0,0,10,0,-10
21356,0,0,6,0,-6
21357,1,0,14,0,-14
21358,1,0,73,0,-73
21359,0,0,43,0,-43
21360,1,1,154,1378,1224
21361,1,1,137,1223,1086
21362,0,0,102,0,-102
21363,0,0,28,0,-28
21364,1,0,45,0,-45
21365,0,0,38,0,-38
21366,1,0,9,0,-9
21367,1,1,62,1387,1325
21368,1,0,37,0,-37
21369,1,1,4915,1217,-3698
21370,1,0,11,0,-11
21371,0,0,32,0,-32
21372,0,0,45,0,-45
21373,0,0,5,0,-5
21374,1,0,8,0,-8
21375,0,0,27,0,-27
21376,1,1,333,1287,954
21377,1,0,6,0,-6
21378,1,0,35,0,-35
21379,1,0,1,0,-1
21380,1,0,72,0,-72
21381,1,1,210,1410,1200
21382,0,0,54,0,-54
21383,0,0,46,0,-46
21384,1,0,15,0,-15
21385,0,0,52,0,-52
21386,1,0,25,0,-25
21387,0,0,83,0,-83
21388,0,0,100,0,-100
21389,0,0,19,0,-19
21390,0,0,61,0,-61
21391,0,0,19,0,-19
21392,0,0,110,0,-110
21393,1,0,60,0,-60
21394,0,0,5,0,-5
21395,0,0,18,0,-18
21396,1,0,28,0,-28
21397,1,1,1042,1207,165
21398,0,0,9,0,-9
21399,1,0,93,0,-93
21400,0,0,18,0,-18
21401,0,0,0,0,0
21402,0,0,10,0,-10
21403,1,0,78,0,-78
21404,1,1,986,1526,540
21405,1,1,823,1267,444
21406,0,0,89,0,-89
21407,0,0,107,0,-107
21408,1,1,624,1543,919
21409,0,0,20,0,-20
21410,1,1,668,1482,814
21411,1,0,46,0,-46
21412,0,0,20,0,-20
21413,1,0,3,0,-3
21414,1,0,45,0,-45
21415,1,0,219,0,-219
21416,1,0,11,0,-11
21417,0,0,99,0,-99
21418,1,0,37,0,-37
21419,0,0,28,0,-28
21420,1,1,2132,1749,-383
21421,0,0,12,0,-12
21422,0,0,84,0,-84
21423,1,1,431,1427,996
21424,0,0,30,0,-30
21425,0,0,27,0,-27
21426,1,1,743,1938,1195
21427,1,0,64,0,-64
21428,0,0,44,0,-44
21429,1,1,550,1211,661
21430,0,0,9,0,-9
21431,1,1,294,1346,1052
21432,0,0,48,0,-48
21433,1,0,29,0,-29
21434,1,0,14,0,-14
21435,0,0,11,0,-11
21436,1,0,82,0,-82
21437,1,1,491,1554,1063
21438,1,0,11,0,-11
21439,1,0,171,0,-171
21440,1,1,1745,1211,-534
21441,0,0,14,0,-14
21442,1,1,624,1715,1091
21443,1,1,479,1511,1032
21444,0,0,98,0,-98
21445,0,0,18,0,-18
21446,1,1,420,2929,2509
21447,0,0,50,0,-50
21448,1,1,1309,1547,238
21449,1,1,765,1262,497
21450,0,0,111,0,-111
21451,1,1,851,1431,580
21452,1,1,41,2211,2170
21453,1,0,57,0,-57
21454,1,0,54,0,-54
21455,1,0,14,0,-14
21456,1,1,360,1298,938
21457,1,0,21,0,-21
21458,0,0,14,0,-14
21459,0,0,36,0,-36
21460,0,0,9,0,-9
21461,1,0,21,0,-21
21462,0,0,18,0,-18
21463,0,0,73,0,-73
21464,1,0,74,0,-74
21465,1,1,1250,1468,218
21466,1,0,24,0,-24
21467,1,1,725,1602,877
21468,1,0,64,0,-64
21469,1,1,192,1334,1142
21470,1,0,33,0,-33
21471,0,0,125,0,-125
21472,0,0,72,0,-72
21473,0,0,37,0,-37
21474,0,0,49,0,-49
21475,1,1,1340,1481,141
21476,0,0,28,0,-28
21477,0,0,13,0,-13
21478,0,0,30,0,-30
21479,0,0,167,0,-167
21480,0,0,87,0,-87
21481,1,0,93,0,-93
21482,0,0,51,0,-51
21483,0,0,23,0,-23
21484,0,0,36,0,-36
21485,0,0,25,0,-25
21486,1,0,76,0,-76
21487,1,1,671,1225,554
21488,1,1,1069,1522,453
21489,1,1,729,1573,844
21490,0,0,37,0,-37
21491,1,0,12,0,-12
21492,0,0,184,0,-184
21493,1,1,309,1239,930
21494,1,1,481,1204,723
21495,1,0,40,0,-40
21496,1,1,171,1295,1124
21497,1,1,1324,1665,341
21498,0,0,52,0,-52
21499,1,1,288,1434,1146
21500,1,0,35,0,-35
21501,1,1,869,2424,1555
21502,1,1,738,1524,786
21503,0,0,51,0,-51
21504,1,1,1368,1370,2
21505,0,0,109,0,-109
21506,1,1,439,1285,846
21507,1,1,737,1240,503
21508,0,0,58,0,-58
21509,0,0,35,0,-35
21510,1,1,536,1378,842
21511,0,0,3,0,-3
21512,1,0,2,0,-2
21513,1,0,4,0,-4
21514,1,1,255,1617,1362
21515,0,0,3,0,-3
21516,0,0,48,0,-48
21517,0,0,149,0,-149
21518,0,0,21,0,-21
21519,0,0,73,0,-73
21520,0,0,125,0,-125
21521,0,0,186,0,-186
21522,1,0,3,0,-3
21523,1,0,62,0,-62
21524,1,1,1406,1314,-92
21525,1,1,104,1429,1325
21526,0,0,41,0,-41
21527,1,1,194,1417,1223
21528,1,0,78,0,-78
21529,1,0,4,0,-4
21530,0,0,33,0,-33
21531,1,1,168,2118,1950
21532,1,0,18,0,-18
21533,1,0,9,0,-9
21534,1,1,154,1557,1403
21535,1,0,51,0,-51
21536,0,0,2,0,-2
21537,1,0,51,0,-51
21538,1,0,28,0,-28
21539,1,1,877,1945,1068
21540,0,0,61,0,-61
21541,1,0,26,0,-26
21542,0,0,36,0,-36
21543,0,0,32,0,-32
21544,0,0,17,0,-17
21545,1,0,91,0,-91
21546,1,0,139,0,-139
21547,1,0,162,0,-162
21548,1,0,111,0,-111
21549,0,0,53,0,-53
21550,0,0,27,0,-27
21551,1,0,80,0,-80
21552,1,1,767,1749,982
21553,0,0,14,0,-14
21554,1,0,33,0,-33
21555,1,0,10,0,-10
21556,0,0,45,0,-45
21557,1,1,1126,1318,192
21558,1,0,19,0,-19
21559,1,0,175,0,-175
21560,0,0,88,0,-88
21561,1,0,47,0,-47
21562,1,0,36,0,-36
21563,0,0,50,0,-50
21564,1,0,4,0,-4
21565,1,0,80,0,-80
21566,0,0,108,0,-108
21567,1,1,689,1586,897
21568,1,0,114,0,-114
21569,1,0,23,0,-23
21570,1,1,117,1773,1656
21571,0,0,20,0,-20
21572,0,0,44,0,-44
21573,1,1,208,1406,1198
21574,0,0,159,0,-159
21575,0,0,78,0,-78
21576,0,0,30,0,-30
21577,0,0,95,0,-95
21578,0,0,23,0,-23
21579,1,1,517,1281,764
21580,0,0,30,0,-30
21581,1,0,14,0,-14
21582,0,0,12,0,-12
21583,0,0,11,0,-11
21584,1,0,99,0,-99
21585,1,0,16,0,-16
21586,1,0,26,0,-26
21587,1,1,106,1242,1136
21588,0,0,8,0,-8
21589,0,0,18,0,-18
21590,1,0,80,0,-80
21591,1,0,24,0,-24
21592,1,1,339,1435,1096
21593,0,0,11,0,-11
21594,1,0,6,0,-6
21595,0,0,28,0,-28
21596,1,1,706,1211,505
21597,1,0,68,0,-68
21598,1,0,5,0,-5
21599,0,0,28,0,-28
21600,1,0,105,0,-105
21601,0,0,91,0,-91
21602,0,0,53,0,-53
21603,1,1,1342,1716,374
21604,1,0,19,0,-19
21605,0,0,51,0,-51
21606,0,0,140,0,-140
21607,1,1,571,1296,725
21608,0,0,61,0,-61
21609,0,0,52,0,-52
21610,1,0,13,0,-13
21611,0,0,32,0,-32
21612,1,0,9,0,-9
21613,1,0,17,0,-17
21614,1,0,82,0,-82
21615,1,1,720,1250,530
21616,1,1,243,2271,2028
21617,1,1,381,1232,851
21618,0,0,20,0,-20
21619,1,1,658,2352,1694
21620,1,0,5,0,-5
21621,1,0,39,0,-39
21622,1,0,6,0,-6
21623,1,0,100,0,-100
21624,1,1,781,2290,1509
21625,1,1,146,1312,1166
21626,1,1,1324,1408,84
21627,0,0,67,0,-67
21628,0,0,229,0,-229
21629,0,0,13,0,-13
21630,1,0,99,0,-99
21631,1,1,366,1231,865
21632,0,0,8,0,-8
21633,0,0,120,0,-120
21634,0,0,16,0,-16
21635,1,1,174,1224,1050
21636,1,0,12,0,-12
21637,0,0,27,0,-27
21638,1,1,1812,1591,-221
21639,0,0,5,0,-5
21640,0,0,52,0,-52
21641,0,0,18,0,-18
21642,0,0,38,0,-38
21643,1,1,167,1345,1178
21644,1,1,566,1430,864
21645,0,0,98,0,-98
21646,1,0,14,0,-14
21647,0,0,42,0,-42
21648,0,0,192,0,-192
21649,0,0,25,0,-25
21650,1,0,11,0,-11
21651,1,0,150,0,-150
21652,1,0,42,0,-42
21653,1,0,12,0,-12
21654,1,0,34,0,-34
21655,0,0,9,0,-9
21656,1,1,208,1223,1015
21657,1,0,6,0,-6
21658,1,0,7,0,-7
21659,0,0,12,0,-12
21660,0,0,9,0,-9
21661,1,1,597,1344,747
21662,1,1,284,1693,1409
21663,0,0,222,0,-222
21664,1,1,464,1355,891
21665,1,0,8,0,-8
21666,0,0,0,0,0
21667,1,1,50,1692,1642
21668,0,0,54,0,-54
21669,0,0,11,0,-11
21670,1,0,9,0,-9
21671,0,0,7,0,-7
21672,1,1,256,2476,2220
21673,0,0,10,0,-10
21674,1,0,4,0,-4
21675,0,0,155,0,-155
21676,1,1,887,1387,500
21677,1,1,409,1333,924
21678,1,0,139,0,-139
21679,0,0,32,0,-32
21680,1,1,38,1390,1352
21681,1,0,58,0,-58
21682,1,0,6,0,-6
21683,0,0,48,0,-48
21684,1,1,700,2254,1554
21685,1,0,37,0,-37
21686,1,0,4,0,-4
21687,1,1,77,1373,1296
21688,0,0,31,0,-31
21689,0,0,106,0,-106
21690,1,0,60,0,-60
21691,1,1,97,1526,1429
21692,0,0,3,0,-3
21693,0,0,285,0,-285
21694,0,0,65,0,-65
21695,1,1,293,1304,1011
21696,1,0,109,0,-109
21697,1,0,173,0,-173
21698,0,0,153,0,-153
21699,1,1,663,1528,865
21700,1,1,245,1528,1283
21701,0,0,127,0,-127
21702,0,0,37,0,-37
21703,0,0,43,0,-43
21704,1,0,21,0,-21
21705,0,0,14,0,-14
21706,1,0,7,0,-7
21707,1,1,212,1474,1262
21708,1,1,190,1521,1331
21709,1,0,28,0,-28
21710,0,0,67,0,-67
21711,1,1,1521,1405,-116
21712,1,0,14,0,-14
21713,0,0,202,0,-202
21714,0,0,21,0,-21
21715,0,0,125,0,-125
21716,1,1,750,1287,537
21717,1,0,46,0,-46
21718,1,0,16,0,-16
21719,0,0,9,0,-9
21720,0,0,58,0,-58
21721,0,0,59,0,-59
21722,0,0,66,0,-66
21723,1,1,936,1679,743
21724,1,0,52,0,-52
21725,0,0,24,0,-24
21726,1,0,5,0,-5
21727,1,0,44,0,-44
21728,1,0,7,0,-7
21729,1,0,21,0,-21
21730,0,0,14,0,-14
21731,1,0,13,0,-13
21732,0,0,61,0,-61
21733,0,0,32,0,-32
21734,1,0,82,0,-82
21735,1,1,654,1264,610
21736,1,1,63,1250,1187
21737,1,1,287,1390,1103
21738,0,0,3,0,-3
21739,0,0,15,0,-15
21740,1,1,769,2193,1424
21741,1,1,519,1470,951
21742,0,0,20,0,-20
21743,1,1,124,1565,1441
21744,1,1,955,1465,510
21745,1,0,105,0,-105
21746,1,1,44,1296,1252
21747,1,1,654,1277,623
21748,1,0,53,0,-53
21749,1,1,2360,1204,-1156
21750,0,0,31,0,-31
21751,1,1,734,1210,476
21752,1,0,44,0,-44
21753,1,1,603,1382,779
21754,1,0,53,0,-53
21755,1,0,9,0,-9
21756,1,1,550,1278,728
21757,0,0,31,0,-31
21758,1,1,195,1270,1075
21759,0,0,77,0,-77
21760,0,0,3,0,-3
21761,1,0,19,0,-19
21762,1,1,318,1405,1087
21763,1,1,1301,2092,791
21764,1,1,155,4730,4575
21765,1,0,9,0,-9
21766,1,0,23,0,-23
21767,0,0,60,0,-60
21768,1,0,35,0,-35
21769,0,0,87,0,-87
21770,1,1,370,1309,939
21771,1,0,9,0,-9
21772,0,0,37,0,-37
21773,1,1,236,2069,1833
21774,0,0,93,0,-93
21775,0,0,22,0,-22
21776,0,0,182,0,-182
21777,0,0,40,0,-40
21778,1,1,320,1524,1204
21779,0,0,20,0,-20
21780,1,0,102,0,-102
21781,0,0,11,0,-11
21782,0,0,62,0,-62
21783,1,0,19,0,-19
21784,0,0,26,0,-26
21785,1,1,533,1485,952
21786,0,0,4,0,-4
21787,1,0,23,0,-23
21788,1,0,2,0,-2
21789,0,0,10,0,-10
21790,1,0,4,0,-4
21791,0,0,62,0,-62
21792,1,1,551,1341,790
21793,1,1,48,1682,1634
21794,1,0,24,0,-24
21795,1,0,7,0,-7
21796,0,0,27,0,-27
21797,1,1,844,1286,442
21798,1,1,99,1201,1102
21799,0,0,59,0,-59
21800,1,0,4,0,-4
21801,0,0,24,0,-24
21802,0,0,16,0,-16
21803,1,0,20,0,-20
21804,1,0,226,0,-226
21805,0,0,52,0,-52
21806,1,1,138,1418,1280
21807,0,0,22,0,-22
21808,1,0,184,0,-184
21809,1,1,59,1258,1199
21810,1,0,94,0,-94
21811,1,0,281,0,-281
21812,0,0,18,0,-18
21813,0,0,1,0,-1
21814,1,0,3,0,-3
21815,1,1,423,1437,1014
21816,1,0,35,0,-35
21817,1,0,6,0,-6
21818,0,0,59,0,-59
21819,0,0,22,0,-22
21820,1,0,79,0,-79
21821,1,0,130,0,-130
21822,1,0,38,0,-38
21823,1,0,61,0,-61
21824,1,1,581,1460,879
21825,1,0,17,0,-17
21826,1,1,643,2039,1396
21827,1,0,39,0,-39
21828,1,1,159,1785,1626
21829,1,0,16,0,-16
